,title,text,claimDate,reviewDate,claimant,publisher,url,label,poynter,poynter_title,poynter_link
86,Most positive COVID-19 PCR test results are true positives; WHO ...,“WHO Admits High-Cycle PCR Tests Produce COVID False Positives”; the WHO’s new guidance includes lower PCR thresholds,2021-01-21T00:00:00Z,2021-01-21T00:00:00Z,"Joseph Mercola, David Samedi",Health Feedback,https://healthfeedback.org/claimreview/most-positive-pcr-test-results-are-true-positives-who-information-notice-didnt-change-threshold-or-criteria-for-a-positive-test/,Inaccurate,1,the world health organization released guidance to laboratories to reduce the cycle count in pcr tests as the current cycle counts are too high and result in falsepositives,https://healthfeedback.org/claimreview/most-positive-pcr-test-results-are-true-positives-who-information-notice-didnt-change-threshold-or-criteria-for-a-positive-test/
87,Insistencia de Claudia López sobre nuevas variantes de COVID-19 ...,Es muy posible que Bogotá esté enfrentando nuevas variantes de COVID-19,,2021-01-22T19:23:01Z,,ColombiaCheck,https://colombiacheck.com/chequeos/insistencia-de-claudia-lopez-sobre-nuevas-variantes-de-covid-19-siempre-fue-un-error,Falso,1,the mayor of bogotá claudia lópez said in january that it was very possible that the increase in infections in the city at that time was related to sarscov2 mutations,https://colombiacheck.com/chequeos/insistencia-de-claudia-lopez-sobre-nuevas-variantes-de-covid-19-siempre-fue-un-error
88,,Indian Muslim cleric talks about injecting mind controlling chip through COVID-19 vaccine,2021-01-08T00:00:00Z,2021-01-22T11:10:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/indian-ruling-party-members-amplify-false-claim-indian-muslim-cleric-warned-vaccine-microchip,False,1,an indian muslim cleric talking about a mindcontrolling microchip injected through covid19 vaccinations,https://factcheck.afp.com/indian-ruling-party-members-amplify-false-claim-indian-muslim-cleric-warned-vaccine-microchip
89,,"Cette vidéo d'un hôpital vide montre qu'on nous ment sur la gravité du Covid-19 afin de ""nous reconfiner"" et nous faire accepter le vaccin",2020-12-16T00:00:00Z,2020-12-22T15:00:00Z,,AFP Factuel,https://factuel.afp.com/non-cette-video-ne-temoigne-pas-de-lactivite-dun-hopital-suisse-en-pleine-pandemie-de-covid-19,MANQUE DE CONTEXTE,1,this video shows an empty hospital in switerland during the pandemic,https://factuel.afp.com/non-cette-video-ne-temoigne-pas-de-lactivite-dun-hopital-suisse-en-pleine-pandemie-de-covid-19
90,#Verificamos: Estudo britânico não prova que ivermectina reduz ...,Análise de pesquisadores da Universidade de Liverpool aponta ivermectina como tratamento eficaz e acessível em casos da doença,2021-01-22T11:08:18Z,2021-01-22T11:08:18Z,Brasil Sem Medo (jornal),UOL,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/,Falso,1,university of liverpool researches proved that ivermectin reduce covid19 deaths in 75 if administered early,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/
91,#Verificamos: Estudo britânico não prova que ivermectina reduz ...,Cientistas britânicos afirmam que ivermectina reduz mortes por Covid em até 75%,2021-01-22T11:08:18Z,2021-01-22T11:08:18Z,Brasil Sem Medo (jornal),UOL,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/,Exagerado,1,university of liverpool researches proved that ivermectin reduce covid19 deaths in 75 if administered early,https://piaui.folha.uol.com.br/lupa/2021/01/22/verificamos-ivermectina-liverpool/
92,Rothschild ailesinin Covid-19 test kitlerinin patentini 2015 yılında ...,Rothschild ailesinin Covid-19 test kitlerinin patentini 2015 yılında aldığı iddiası,2021-01-20T00:00:00Z,2021-01-21T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/analiz-rothschild-ailesi-covid-19-test-kitinin-patent-basvurusunu-2020de-yapti,Yanlış,1,rothschild family patented covid19 test kits back in 2015,https://teyit.org/analiz-rothschild-ailesi-covid-19-test-kitinin-patent-basvurusunu-2020de-yapti
93,,Sri Lanka ranked having the world's fifth strongest Covid-19 response by WHO,2020-01-20T00:00:00Z,2021-01-21T09:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/false-facebook-posts-claim-who-ranked-sri-lanka-fifth-best-country-covid-19-pandemic-response,False,1,world health organization who ranked sri lanka fifth in a table of countries responses to the coronavirus pandemic,https://factcheck.afp.com/false-facebook-posts-claim-who-ranked-sri-lanka-fifth-best-country-covid-19-pandemic-response
94,,Cornell University professor Rob Oswald said university labs are suing CDC saying Covid-19 does not exist,2020-01-05T00:00:00Z,2021-01-21T21:56:00Z,Multiple people,AFP Fact Check,https://factcheck.afp.com/false-claim-covid-19-not-real-misattributed-us-professor,False,1,a cornell university professor said seven university labs are suing us health authorities for fraud after determining that covid19 does not exist,https://factcheck.afp.com/false-claim-covid-19-not-real-misattributed-us-professor
95,Il vaccino di Moderna non contiene un «sistema operativo» che ...,Le iniezioni di Moderna mRna sono un “sistema operativo” progettato per programmare gli esseri umani e hackerare le loro funzioni biologiche,2021-01-13T00:00:00Z,2021-02-18T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2021/02/18/il-vaccino-di-moderna-non-contiene-un-sistema-operativo-che-hackera-le-funzioni-biologiche/,Notizia falsa,1,modernas covid19 vaccine will hack humans biological functions,https://facta.news/notizia-falsa/2021/02/18/il-vaccino-di-moderna-non-contiene-un-sistema-operativo-che-hackera-le-funzioni-biologiche/
96,Il premio Nobel Tasuku Honjo non ha detto che Sars-CoV-2 è ...,Il premio Nobel Tasuku Honjo ha detto che Sars-CoV-2 è «completamente artificiale»,2021-02-16T00:00:00Z,2021-02-17T00:00:00Z,,Facta,https://facta.news/notizia-falsa/2021/02/17/il-premio-nobel-tasuku-honjo-non-ha-detto-che-sars-cov-2-e-completamente-artificiale/,Notizia falsa,1,tasuku honjo said that sarscov2 has arftificial origins,https://facta.news/notizia-falsa/2021/02/17/il-premio-nobel-tasuku-honjo-non-ha-detto-che-sars-cov-2-e-completamente-artificiale/
97,,Photos show Pakistani doctor offering free consultations,2021-01-19T00:00:00Z,2021-01-21T11:02:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/these-photos-show-doctor-yemen-offering-free-services-his-car-during-pandemic,False,1,a doctor in pakistan offering free treatment to those in need,https://factcheck.afp.com/these-photos-show-doctor-yemen-offering-free-services-his-car-during-pandemic
98,Queste prime pagine di quotidiani britannici contro i vaccini sono false,"Le prime pagine del 16 febbraio 2021 di Daily Express, Daily Mirror e The Times contro il vaccino anti covid-19",2021-02-17T00:00:00Z,2021-02-18T00:00:00Z,,Facta,https://facta.news/immagine-modificata/2021/02/18/queste-prime-pagine-di-quotidiani-britannici-contro-i-vaccini-sono-false/,Immagine modificata,1,images of the newspaper front pages sharing vaccine misinformation,https://facta.news/immagine-modificata/2021/02/18/queste-prime-pagine-di-quotidiani-britannici-contro-i-vaccini-sono-false/
99,,South Korea PM warns anyone who refuses to receive Covid-19 vaccinations will be arrested,2021-02-17T00:00:00Z,2021-02-17T11:00:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/fabricated-news-report-falsely-claims-south-korea-pm-threatened-arrest-people-who-refuse-covid-19,ALTERED IMAGE,1,south koreas prime minister threatened to arrest citizens who refuse to receive a covid19 vaccination t,https://factcheck.afp.com/fabricated-news-report-falsely-claims-south-korea-pm-threatened-arrest-people-who-refuse-covid-19
100,,Only South Koreans have Covid-19 antibodies,2021-02-08T00:00:00Z,2021-02-17T04:35:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/misleading-claim-circulates-facebook-only-south-koreans-have-covid-19-antibodies,MISLEADING,1,only south koreans have covid19 antibodies,https://factcheck.afp.com/misleading-claim-circulates-facebook-only-south-koreans-have-covid-19-antibodies
101,,Indonesian man fainting after receiving Covid-19 vaccine,2021-01-17T00:00:00Z,2021-01-21T09:30:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/video-actually-shows-simulation-exercise-indonesia-not-real-covid-19-vaccination,False,1,a video of a man fainting after receiving the covid19 vaccine in indonesias west nUnited States tenggara province,https://factcheck.afp.com/video-actually-shows-simulation-exercise-indonesia-not-real-covid-19-vaccination
102,,Amish religious communities have not been affected by the deadly Covid-19 pandemic,2021-02-06T00:00:00Z,2021-02-12T22:38:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/covid-19-did-not-spare-us-amish-communities,False,1,amish religious communities have not been affected by the deadly covid19 pandemic,https://factcheck.afp.com/covid-19-did-not-spare-us-amish-communities
103,En Colombia no comenzó la vacunación contra el COVID-19 el 21 ...,Colombia comenzó la vacunación contra el Covid-19 el 21 de enero,,2021-01-21T22:42:23Z,,ColombiaCheck,https://colombiacheck.com/index.php/chequeos/en-colombia-no-comenzo-la-vacunacion-contra-el-covid-19-el-21-de-enero,Falso,0,vaccination against covid19 in colombia began on january 21,https://colombiacheck.com/chequeos/en-colombia-no-comenzo-la-vacunacion-contra-el-covid-19-el-21-de-enero
104,Enfermeiras de Paraty não passaram mal nem foram internadas ...,Enfermeiras de Paraty passaram mal e foram internadas após tomarem a vacina CoronaVac.,2021-01-22T00:00:00Z,2021-01-22T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/enfermeiras-de-paraty-nao-passaram-mal-nem-foram-internadas-apos-tomar-coronavac/,falso,1,nurses were hospitalized in paraty rio de janeiro after taking a dose of the vaccine produced by chinese company sinovac biotech,https://www.aosfatos.org/noticias/enfermeiras-de-paraty-nao-passaram-mal-nem-foram-internadas-apos-tomar-coronavac/
105,Bolsonaro não excluiu de suas redes sociais fotos em que promove ...,Bolsonaro excluiu de suas redes sociais fotos em que promove a cloroquina.,2021-01-20T00:00:00Z,2021-01-20T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/bolsonaro-nao-excluiu-de-suas-redes-sociais-fotos-em-que-promove-cloroquina/,falso,1,president jair bolsonaro deleted all social media photos promoting chloroquine,https://www.aosfatos.org/noticias/bolsonaro-nao-excluiu-de-suas-redes-sociais-fotos-em-que-promove-cloroquina/
106,Viral Posts Distort WHO Guidance on COVID-19 Tests,"“An Hour After Joe Biden Is Sworn In, WHO Admits Their Testing Grossly Overstates Individuals Testing Positive for COVID.""",2021-01-20T00:00:00Z,,Gateway Pundit,FactCheck.org,https://www.factcheck.org/2021/01/scicheck-viral-posts-distort-who-guidance-on-covid-19-tests/,False,1,world health organization changed covid19 testing protocols for political reasons following joe bidens inauguration and admitted that falsepositive cases had been inflating the case count,https://www.factcheck.org/2021/01/scicheck-viral-posts-distort-who-guidance-on-covid-19-tests/
107,"Ojo, sitio web que solicita inscripción para acceder a Ingreso ...",Al inscribirse en página apoyo-economico.com/# se obtiene Ingreso Solidario,,2021-01-20T20:21:34Z,,ColombiaCheck,https://colombiacheck.com/index.php/chequeos/ojo-sitio-web-que-solicita-inscripcion-para-acceder-ingreso-solidario-es-falso,Falso,0,on the website apoyoeconomicocom it is possible to register to request ingreso solidario,https://colombiacheck.com/chequeos/ojo-sitio-web-que-solicita-inscripcion-para-acceder-ingreso-solidario-es-falso
108,#Verificamos: É falso que Venezuela não enviou cilindros de ...,Fake: Governo da Venezuela não mandou cilindros de oxigênio para Amazonas,2021-01-19T14:34:21Z,2021-01-19T14:34:21Z,Link do site Terra Brasil,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-venezuela-oxigenio-manaus/,Falso,1,the venezuelan government lied when it claimed to have donated oxygen to manaus actually the oxygen that went from venezuela to manaus was imported by white martins,https://piaui.folha.uol.com.br/lupa/2021/01/19/verificamos-venezuela-oxigenio-manaus/
109,,"Es habe eine Durchsuchung bei einer Ärztin in Duderstadt gegeben, um sie zum „Schweigen“ zu bringen, weil sie sich „gegen Impfungen“ ausspreche.",2021-01-20T00:00:00Z,2021-01-22T00:00:00Z,Viraler Facebook-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/22/polizeieinsatz-bei-aerztin-in-duderstadt-diesem-beitrag-fehlt-relevanter-kontext/,"Fehlender Kontext. Es wird relevanter Kontext weggelassen: Laut Staatsanwaltschaft steht die Ärztin in Verdacht, unrichtige Maskenatteste ausgestellt zu haben.",1,there was a police raid at a doctors house in the city of duderstadt in order to silence her critical voice,https://correctiv.org/faktencheck/2021/01/22/polizeieinsatz-bei-aerztin-in-duderstadt-diesem-beitrag-fehlt-relevanter-kontext/
110,,Bill Gates says he wants to depopulate billions in the world,2021-01-11T00:00:00Z,2021-01-19T19:06:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/discredited-us-naturopath-makes-false-claims-about-gates,False,1,billionaire bill gates said the world should be depopulated of billions of people starting in africa,https://factcheck.afp.com/discredited-us-naturopath-makes-false-claims-about-gates
111,,Retractable syringes are used to stage the Covid-19 vaccinations,2020-12-21T00:00:00Z,2021-01-19T08:50:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/footage-movie-props-and-flu-shot-clips-used-falsely-claim-world-leaders-covid-19-vaccines-were,False,1,retractable syringes are used to stage the covid19 vaccinations of world leaders,https://factcheck.afp.com/footage-movie-props-and-flu-shot-clips-used-falsely-claim-world-leaders-covid-19-vaccines-were
112,É falso que Angélica disse que não tomará vacina contra Covid-19,"Angélica, esposa do Luciano Huck, sendo entrevistada pela Jovem Pan. Ela disse que é a favor que todo o povo brasileiro tome a vacina da China. O repórter perguntou se ela tem coragem de tomar a vacina. Ela disse que nem ela e nem a família dela precisam tomar vacina porque eles têm a imunidade alta.",2021-01-19T00:00:00Z,2021-01-19T00:00:00Z,desinformação,Aos Fatos,https://www.aosfatos.org/noticias/e-falso-que-angelica-disse-que-nao-tomara-vacina-contra-covid-19/,falso,1,tv presenter angélica said she will not be vaccinated against covid19 because she has high immunity,https://www.aosfatos.org/noticias/e-falso-que-angelica-disse-que-nao-tomara-vacina-contra-covid-19/
113,"No, study does not show staring at women's breasts prolongs ...","Touching, Staring at women’s breasts make men live longer, healthier — Study",2019-10-22T00:00:00Z,2019-10-22T00:00:00Z,"Vanguard Nigeria, Daily Post, Premium Times Nigeria",International Centre For Investigative Reporting,https://www.icirnigeria.org/study-does-not-show-staring-at-womens-breasts-prolongs-lifespan/,"A 20-year-old hoax suggesting that staring at female breasts has the effect of promoting longevity in men has been circulated by the News Agency of Nigeria, NAN, the government-controlled news wire service. “No such study was ever published in the New England Journal of Medicine,” wrote David Emery, an internet folklore expert and debunker of urban legends, hoaxes, and popular misconceptions.",0,joão doria governor of são paulo tweeted that children will be vaccinated in schools from february onwards even though the coronavac vaccine is not recommended for this age group,nan
114,,"Auf einem Brief an Versicherte der Techniker Krankenkasse ist zu lesen, dass möglicherweise auftretende Folgeschäden einer Corona-Impfung nicht durch die Kasse getragen würden.",2021-01-18T00:00:00Z,2021-01-28T00:00:00Z,Brief der Techniker Krankenkasse,Correctiv,https://correctiv.org/faktencheck/2021/01/28/corona-impfung-die-informationen-in-diesem-schreiben-der-techniker-krankenkasse-sind-falsch/,"Fehlender Kontext. Das Schreiben ist echt, die Information jedoch falsch: Die Krankenkasse dementiert nachträglich – sie trage möglicherweise auftretende Folgeschäden durch Impfungen.",1,a letter by the german health insurance techniker krankenkasse states that they wont pay for damages caused by the covid19 vaccine,https://correctiv.org/faktencheck/2021/01/28/corona-impfung-die-informationen-in-diesem-schreiben-der-techniker-krankenkasse-sind-falsch/
115,Sinovac aşıları enjektörlerde satıldığından Erdoğan ve Koca'ya ...,Sinovac aşıları enjektörlerde satıldığından Erdoğan ve Koca’ya uygulananın başka bir aşı olduğu iddiası,2021-01-13T00:00:00Z,2021-01-18T00:00:00Z,Sosyal Medya,Teyit.org,https://teyit.org/analiz-sinovac-asilari-enjektorlerde-satildigindan-erdogan-ve-kocaya-uygulananin-baska-bir-asi-oldugu-iddiasi,Yanlış,1,sinovac vaccines are sold in syringes so presidet and minister of health got another vaccine,https://teyit.org/analiz-sinovac-asilari-enjektorlerde-satildigindan-erdogan-ve-kocaya-uygulananin-baska-bir-asi-oldugu-iddiasi
116,Fact Check: डब्ल्यूएचओ के नाम से वायरल इस वाॅट्सऐप मैसेज पर न करें ...,डब्ल्यूएचओ यूएन रिलीफ फंड से यूजर को 1.70 करोड़ की राशि दी जा रही है। राशि पाने के लिए अपनी निजी जानकारियां ईमेल करें।,2021-01-18T15:19:27Z,2021-01-18T15:19:27Z,Whatsapp user,विश्वास न्यूज़ फैक्ट चेक हिंदी,https://www.vishvasnews.com/viral/fact-check-no-who-un-is-not-sending-relief-fund-to-individuals-viral-post-is-fake/,False,1,who and un will give 17 crore as covid relief fund,https://www.vishvasnews.com/viral/fact-check-no-who-un-is-not-sending-relief-fund-to-individuals-viral-post-is-fake/
117,VAERS reports of adverse events in people who received COVID-19 ...,"“Thousands of COVID Vaccine Injuries and 13 U.S. Deaths Reported in December Alone”; “In December, 3,916 COVID vaccine-related adverse events, including 13 deaths, were reported to VAERS”",2021-01-19T00:00:00Z,2021-01-14T00:00:00Z,Anonymous,Health Feedback,https://healthfeedback.org/claimreview/vaers-reports-alone-dont-demonstrate-that-the-covid-19-vaccines-caused-adverse-events-evidence-does-not-indicate-vaccines-caused-bells-palsy-and-deaths/,Unsupported,1,vaers shows that thoUnited Statesnds of covid vaccine injuries and 13 us deaths reported in december alone,https://healthfeedback.org/claimreview/vaers-reports-alone-dont-demonstrate-that-the-covid-19-vaccines-caused-adverse-events-evidence-does-not-indicate-vaccines-caused-bells-palsy-and-deaths/
118,#Verificamos: Enfermeira vacinada em SP tinha recebido placebo ...,Por quê (sic) Mônica Calazans tomou a ‘primeira vacina’ se teoricamente ela já estava imunizada por ter participado dos estudos da vacina experimental do Butantan?,2021-01-18T10:06:07Z,2021-01-18T10:06:07Z,Post no Facebook,UOL,https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/,Falso,1,monica calazans the first person to be vaccinated against covid19 in brazil had already received the vaccine since she was part of the trials,https://piaui.folha.uol.com.br/lupa/2021/01/18/verificamos-monica-calazans-placebo/
119,,"Eine Verordnung beweise, dass eine Verlängerung der Corona-Maßnahmen bis Ende 2021 beschlossen sei.",2021-01-18T00:00:00Z,2021-01-22T00:00:00Z,Viraler Facebook-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/22/nein-diese-verordnung-belegt-nicht-dass-die-corona-massnahmen-bis-31-dezember-2021-verlaengert-sind/,"Falsch. Die Verordnung belegt keine geplante Dauer der Corona-Maßnahmen bis Ende 2021, sondern ermöglicht Aktiengesellschaften und Vereinen, ihre Hauptversammlungen auch virtuell abzuhalten.",1,a german law proves that the measures to fight covid19 in germany will last until december 31 2021,https://correctiv.org/faktencheck/2021/01/22/nein-diese-verordnung-belegt-nicht-dass-die-corona-massnahmen-bis-31-dezember-2021-verlaengert-sind/
120,,"Biontech habe 2019 einen Verlust von 179 Millionen Euro gemacht. Im selben Jahr hätten der Vorstand Şahin und seine Ehefrau Vergütungen von 16,4 Millionen Euro erhalten, „da kam der an einem Wochenende entwickelte Impfstoff wie gerufen“.",2021-01-18T00:00:00Z,2021-01-29T00:00:00Z,Stefan Homburg,Correctiv,https://correctiv.org/faktencheck/2021/01/29/impfstoff-entwicklung-als-rettung-eines-verlustgeschaefts-behauptungen-von-stefan-homburg-ueber-biontech-fuehren-in-die-irre/,"Fehlender Kontext. Biontech hat 2019 einen Verlust von 179 Millionen Euro gemacht, doch das Unternehmen ist durch Investoren abgesichert. Uğur Şahin und seine Ehefrau Özlem Türeci erhielten den Großteil ihrer Vergütung in Form von Aktienoptionen. Der Impfstoff wurde nicht an „einem Wochenende entwickelt“, sondern monatelang erforscht.",1,biontech developed the vaccine at one weekend to escape from its financial problems,https://correctiv.org/faktencheck/2021/01/29/impfstoff-entwicklung-als-rettung-eines-verlustgeschaefts-behauptungen-von-stefan-homburg-ueber-biontech-fuehren-in-die-irre/
121,,Philippine presidential spokesperson Harry Roque calls poor people a 'burden' in coronavirus vaccination efforts,2021-01-13T00:00:00Z,2021-01-18T10:15:00Z,Multiple sources,AFP Fact Check,https://factcheck.afp.com/doctored-news-graphic-falsely-claims-filipino-official-branded-poor-people-burden-coronavirus,False,1,filipino official branded poor people a burden in coronavirus vaccination drive,https://factcheck.afp.com/doctored-news-graphic-falsely-claims-filipino-official-branded-poor-people-burden-coronavirus
122,"No, COVID-19 vaccines won't alter your DNA and control you",Vaccines “will remove parts of your DNA and replace it with GENETIC CODING (TECHNOLOGY)” that will “cause people to HAVE to cooperate with the New World Order.”,2020-11-17T00:00:00Z,,Instagram posts,PolitiFact,https://www.politifact.com/factchecks/2020/nov/18/instagram-posts/no-covid-19-vaccines-wont-alter-your-dna-and-contr/,Pants on Fire,1,vaccines will remove parts of your dna and replace it with genetic coding technology that will cause people to have to cooperate with the new world order,https://www.politifact.com/factchecks/2020/nov/18/instagram-posts/no-covid-19-vaccines-wont-alter-your-dna-and-contr/
123,This incident of students getting hospitalized after vaccination is old ...,Newspaper clipping with a report of 40 students getting hospitalized after the COVID-19 vaccination in India,2021-01-17T00:00:00Z,2021-01-18T00:00:00Z,SOCIAL MEDIA POST,FACTLY,https://factly.in/this-incident-of-students-getting-hospitalized-after-vaccination-is-old-and-not-related-to-covid-19/,FALSE,1,newspaper clipping with a report of 40 students getting hospitalized after the covid19 vaccination in india,https://factly.in/this-incident-of-students-getting-hospitalized-after-vaccination-is-old-and-not-related-to-covid-19/
124,"Nie, personel szpitala w Zgierzu nie choruje i nie umiera przez ...","Ponad połowa personelu szpitala w Zgierzu ma gorączkę, dreszcze i bóle głowy po drugiej dawce produktu genetycznego Pfizera.",2021-01-26T00:00:00Z,2021-02-05T00:00:00Z,Veto tv,Demagog,https://demagog.org.pl/fake_news/nie-personel-szpitala-w-zgierzu-nie-choruje-i-nie-umiera-przez-szczepionke/,"Brakujący kontekst. Ponad płowa pracowników szpitala doznała niepożądanych zdarzeń po szczepieniu, ale nie określono natężenia i długości trwania objawów.",1,half of the hospital staff in zgierz were very sick after vaccination against covid19 some people died,https://demagog.org.pl/fake_news/nie-personel-szpitala-w-zgierzu-nie-choruje-i-nie-umiera-przez-szczepionke/
125,"Nie, personel szpitala w Zgierzu nie choruje i nie umiera przez ...","Śmiercionośne szczepionki sprawiły, że ponad połowa personelu szpitala w Zgierzu ma gorączkę, dreszcze i bóle głowy po drugiej dawce produktu genetycznego Pfizera.",,2021-02-05T00:00:00Z,Post na Facebooku,Demagog,https://demagog.org.pl/fake_news/nie-personel-szpitala-w-zgierzu-nie-choruje-i-nie-umiera-przez-szczepionke/,"Fałsz. Szczepionki przeciw COVID-19 wcale nie sprawiły, że personel szpitala w Zgierzu zaczął chorować, a w następstwie - umierać.",1,half of the hospital staff in zgierz were very sick after vaccination against covid19 some people died,https://demagog.org.pl/fake_news/nie-personel-szpitala-w-zgierzu-nie-choruje-i-nie-umiera-przez-szczepionke/
126,,"Das Robert-Koch-Institut habe „zugegeben“, dass FFP2-Masken eine „Gefahr für die Gesundheit“ seien.",2021-01-16T00:00:00Z,2021-01-22T00:00:00Z,Unser Mitteleuropa,Correctiv,https://correctiv.org/faktencheck/2021/01/22/das-rki-warnt-nicht-vor-ffp2-masken-kann-gesundheitliche-auswirkungen-bei-lungenkranken-und-alten-aber-nicht-ausschliessen/,Fehlender Kontext. Das Robert-Koch-Institut hat FFP2-Masken nicht als Gesundheitsgefahr bezeichnet. Es kann gesundheitliche Auswirkungen bei älteren und vorerkrankten Menschen allerdings aufgrund fehlender Daten nicht ausschließen.,1,the robert koch institute admitted that ffp2 masks may be a danger to health,https://correctiv.org/faktencheck/2021/01/22/das-rki-warnt-nicht-vor-ffp2-masken-kann-gesundheitliche-auswirkungen-bei-lungenkranken-und-alten-aber-nicht-ausschliessen/
127,,"Norwegen verhänge ein Impfverbot für Impfstoffe von Pfizer und Biontech, nachdem sie 23 Menschen das Leben kosteten.",2021-01-15T00:00:00Z,2021-01-19T00:00:00Z,Viraler Facebook-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/19/nein-norwegen-hat-den-impfstoff-von-pfizer-und-biontech-nicht-wegen-todesfaellen-verboten/,"Falsch. Norwegen hat den Impfstoff nicht verboten, und ein kausaler Zusammenhang zwischen den Todesfällen und der Impfung ist nicht bestätigt.",1,norway prohibited the biontechpfizer vaccine because it caused 23 deaths,https://correctiv.org/faktencheck/2021/01/19/nein-norwegen-hat-den-impfstoff-von-pfizer-und-biontech-nicht-wegen-todesfaellen-verboten/
128,,"Es wird suggeriert, FFP2-Masken würden nicht vor Viren und somit auch nicht vor SARS-CoV-2 schützen.",2021-01-15T00:00:00Z,2021-01-27T00:00:00Z,Viraler Facebook-Beitrag,Correctiv,https://correctiv.org/faktencheck/2021/01/27/ffp2-maske-schuetzt-nicht-vor-viren-das-muss-sie-auch-gar-nicht-sondern-vor-aerosolen/,"Fehlender Kontext. FFP2-Masken müssen zur Eindämmung der Übertragung von SARS-CoV-2 nicht explizit Viren, sondern Aerosole abhalten.",1,according to their instructions for use ffp2 masks dont protect against viruses,https://correctiv.org/faktencheck/2021/01/27/ffp2-maske-schuetzt-nicht-vor-viren-das-muss-sie-auch-gar-nicht-sondern-vor-aerosolen/
129,,"In Norwegen habe es 23 Tote nach Corona-Impfungen gegeben, bei 13 davon seien Nebenwirkungen als Ursache festgestellt worden.",2021-01-15T00:00:00Z,2021-01-21T00:00:00Z,Unzensuriert.at,Correctiv,https://correctiv.org/faktencheck/2021/01/21/keine-belege-dass-menschen-in-norwegen-aufgrund-einer-corona-impfung-starben/,Unbelegt. Anders als behauptet gibt es keine Belege für einen kausalen Zusammenhang zwischen den Todesfällen und der Impfung oder deren Nebenwirkungen.,1,13 people in norway died because they received the biontech vaccine,https://correctiv.org/faktencheck/2021/01/21/keine-belege-dass-menschen-in-norwegen-aufgrund-einer-corona-impfung-starben/
130,Grupa World Doctors Alliance i nieprawdziwe treści o pandemii oraz ...,"Nie ma pandemii SARS-CoV-2, a szczepionki są śmiertelnym zagrożeniem.",2020-12-31T00:00:00Z,2021-02-03T00:00:00Z,World Doctors Alliance,Demagog,https://demagog.org.pl/fake_news/nieprawdy-grupy-world-doctors-alliance-o-pandemii-i-szczepieniach/,"Fałsz. Pandemia SARS-CoV-2 jest faktem, a szczepionki to bezpieczne preparaty, które mogą pomóc w jej opanowaniu.",1,world doctors alliance said that pandemic coronavirus sarscov2 is not real and every actions in crisis menagment are unfounded,https://demagog.org.pl/fake_news/nieprawdy-grupy-world-doctors-alliance-o-pandemii-i-szczepieniach/
131,,5 morts et 400 effets secondaires graves en Arabie saoudite à cause du vaccin contre le Covid-19,2021-01-13T00:00:00Z,2021-01-15T12:50:00Z,Les citoyens en colère jaune,AFP Factuel,https://factuel.afp.com/non-les-autorites-sanitaires-en-arabie-saoudite-nont-pas-fait-etat-de-plusieurs-morts-causees-par-le,Faux,1,saudi arabia announced several deaths linked to covid19 vaccines,https://factuel.afp.com/non-les-autorites-sanitaires-en-arabie-saoudite-nont-pas-fait-etat-de-plusieurs-morts-causees-par-le
132,"No, study does not show staring at women's breasts prolongs ...","Touching, Staring at women’s breasts make men live longer, healthier — Study",2019-10-22T00:00:00Z,2019-10-22T00:00:00Z,"Vanguard Nigeria, Daily Post, Premium Times Nigeria",International Centre For Investigative Reporting,https://www.icirnigeria.org/study-does-not-show-staring-at-womens-breasts-prolongs-lifespan/,"A 20-year-old hoax suggesting that staring at female breasts has the effect of promoting longevity in men has been circulated by the News Agency of Nigeria, NAN, the government-controlled news wire service. “No such study was ever published in the New England Journal of Medicine,” wrote David Emery, an internet folklore expert and debunker of urban legends, hoaxes, and popular misconceptions.",0,masks cause hypoxia,nan
